x,y,theta
0.7295378335034259,1.5106283714827233,1.57
0.7066627788307335,1.5185449774019535,1.57
0.6843125820090394,1.5284298002624293,1.57
0.6626184575010934,1.5401516256013996,1.57
0.6417116197696456,1.5535792389561158,1.57
0.6217232832774457,1.5685814258638284,1.57
0.6027846624872432,1.5850269718617875,1.57
0.5850269718617874,1.602784662487243,1.57
0.5685814258638285,1.6217232832774457,1.6526315789473685
0.553579238956116,1.641711619769646,1.7352631578947368
0.5401516256013996,1.6626184575010932,1.8178947368421055
0.528429800262429,1.684312582009039,1.9005263157894738
0.5185449774019537,1.7066627788307334,1.9831578947368422
0.5106283714827234,1.729537833503426,2.0657894736842106
0.504811196967488,1.7528065315643677,2.148421052631579
0.5012246683189969,1.776337658550809,2.2310526315789474
0.5,1.8,2.313684210526316
0.5,2.2,2.396315789473684
0.501224668318997,2.223662341449191,2.4789473684210526
0.504811196967488,2.2471934684356327,2.561578947368421
0.5106283714827233,2.2704621664965736,2.6442105263157893
0.5185449774019536,2.293337221169267,2.726842105263158
0.528429800262429,2.3156874179909614,2.8094736842105266
0.5401516256013996,2.337381542498907,2.892105263157895
0.5535792389561159,2.358288380230354,2.9747368421052633
0.5685814258638285,2.378276716722554,3.0573684210526317
0.5850269718617875,2.397215337512757,3.14
0.602784662487243,2.414973028138213,3.14
0.6217232832774456,2.4314185741361714,3.14
0.6417116197696457,2.446420761043884,3.14
0.6626184575010934,2.4598483743986,3.14
0.6843125820090392,2.471570199737571,3.14
0.7066627788307334,2.4814550225980465,3.14
0.7295378335034262,2.4893716285172767,3.14
0.7528065315643679,2.495188803032512,3.14
0.7763376585508092,2.498775331681003,3.14
0.8,2.5,3.14
1.2,2.5,3.14
1.223662341449191,2.501224668318997,3.14
1.2471934684356318,2.5048111969674878,3.14
1.2704621664965736,2.510628371482723,3.14
1.2933372211692669,2.5185449774019535,3.14
1.315687417990961,2.5284298002624293,3.14
1.3373815424989066,2.5401516256013994,3.14
1.358288380230354,2.553579238956116,3.14
1.3782767167225543,2.5685814258638286,3.14
1.397215337512757,2.5850269718617875,3.14
1.4149730281382125,2.602784662487243,3.0573684210526317
1.4314185741361714,2.6217232832774457,2.9747368421052633
1.446420761043884,2.6417116197696457,2.892105263157895
1.4598483743986002,2.662618457501093,2.8094736842105266
1.4715701997375712,2.684312582009039,2.7268421052631577
1.4814550225980463,2.7066627788307334,2.6442105263157893
1.4893716285172767,2.729537833503426,2.561578947368421
1.495188803032512,2.752806531564368,2.4789473684210526
1.498775331681003,2.776337658550809,2.396315789473684
1.5,2.8,2.313684210526316
1.5,3.2,2.2310526315789474
1.4987753316810033,3.223662341449191,2.148421052631579
1.495188803032512,3.2471934684356323,2.0657894736842106
1.4893716285172767,3.2704621664965736,1.983157894736842
1.4814550225980463,3.2933372211692666,1.9005263157894736
1.4715701997375712,3.3156874179909614,1.8178947368421052
1.4598483743986006,3.337381542498907,1.7352631578947368
1.4464207610438837,3.3582883802303543,1.6526315789473685
1.4314185741361714,3.3782767167225543,1.57
1.4149730281382127,3.3972153375127574,1.57
1.397215337512757,3.4149730281382125,1.57
1.3782767167225545,3.4314185741361714,1.57
1.3582883802303545,3.4464207610438837,1.57
1.3373815424989066,3.4598483743986,1.57
1.3156874179909608,3.471570199737571,1.57
1.2933372211692666,3.4814550225980465,1.57
1.2704621664965738,3.4893716285172767,1.57
1.247193468435632,3.495188803032512,1.57
1.2236623414491907,3.498775331681003,1.57
1.2,3.5,1.57
0.8,3.5,1.57
0.7771027027845835,3.500956305292218,1.57
0.7558120624827667,3.5037569136479982,1.57
0.736177324532252,3.508299363786032,1.57
0.7182477343707427,3.514481194425011,1.57
0.7020725374359402,3.522199944283627,1.57
0.6877009791655473,3.531353152080567,1.57
0.6751823049972664,3.5418383565345257,1.57
0.6645657603688003,3.553553096364193,1.57
0.6559005907178512,3.5663949102882606,1.57
0.6492360414821211,3.5802613370254175,1.57
0.6446213580993132,3.5950499152943562,1.5139285714285715
0.6421057860071294,3.610658183813767,1.457857142857143
0.6417385706432723,3.626983681302341,1.4017857142857144
0.6435689574454444,3.643923946478769,1.3457142857142859
0.6476461918513481,3.661376518061743,1.2896428571428573
0.6540195192986857,3.679238934769953,1.2335714285714285
0.6627381852251599,3.6974087353220897,1.1775
0.673851435068473,3.715783458436845,1.1214285714285714
0.6874085142663273,3.734260642832909,1.065357142857143
0.6874085142663273,3.734260642832909,1.0092857142857143
0.7828080661470469,3.8535100826838087,0.9532142857142858
0.8782076180277666,3.972759522534708,0.8971428571428572
0.9736071699084862,4.0920089623856075,0.8410714285714287
1.0690067217892059,4.211258402236507,0.785
1.1644062736699254,4.330507842087407,0.7289285714285715
1.259805825550645,4.449757281938306,0.6728571428571429
1.3552053774313646,4.569006721789206,0.6167857142857144
1.4506049293120844,4.688256161640105,0.5607142857142857
1.5460044811928038,4.807505601491005,0.5046428571428572
1.6414040330735236,4.926755041341904,0.4485714285714286
1.7368035849542431,5.046004481192804,0.39250000000000007
1.8322031368349627,5.165253921043703,0.3364285714285715
1.9276026887156823,5.284503360894603,0.28035714285714297
2.0230022405964023,5.403752800745503,0.22428571428571442
2.1184017924771217,5.523002240596401,0.16821428571428587
2.213801344357841,5.642251680447302,0.11214285714285732
2.309200896238561,5.761501120298201,0.05607142857142855
2.4046004481192806,5.880750560149101,0.0
2.5,6.0,0.0
