x,y,theta,speed,lookahead_distance,p_gain,i_gain,angle_threshold,path_p_gain,path_i_gain
-2.9286922392218395,-2.454990510184433,-3.141592653589793,1.2857142857142858,0.27774602993176545,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9290273991662565,-2.4419898323404636,-3.141592653589793,1.2704081632653064,0.2760878298583956,0.1,0.0,0.0,0.009999999999999998,0.05
-2.929362559110674,-2.4289891544964948,-3.141592653589793,1.2551020408163267,0.27441961017569355,0.1,0.0,0.0,0.009999999999999998,0.05
-2.929697719055091,-2.4159884766525255,-3.141592653589793,1.239795918367347,0.2727411870290969,0.1,0.0,0.0,0.009999999999999998,0.05
-2.930032878999508,-2.4029877988085566,-3.141592653589793,1.2244897959183674,0.27105237087157535,0.1,0.0,0.0,0.009999999999999998,0.05
-2.930368038943925,-2.3899871209645873,-3.141592653589793,1.209183673469388,0.2693529662137829,0.1,0.0,0.0,0.009999999999999998,0.05
-2.930703198888342,-2.3769864431206185,-3.141592653589793,1.193877551020408,0.2676427713599313,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9310383588327595,-2.363985765276649,-3.141592653589793,1.1785714285714286,0.26592157812837547,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9313735187771766,-2.3509850874326803,-3.141592653589793,1.163265306122449,0.26418917155581323,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9317086787215936,-2.337984409588711,-3.141592653589793,1.1479591836734695,0.2624453295839119,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9320438386660106,-2.3249837317447417,-3.141592653589793,1.1326530612244898,0.26068982272706653,0.1,0.0,0.0,0.009999999999999998,0.05
-2.932378998610428,-2.311983053900773,-3.141592653589793,1.1173469387755102,0.25892241371988367,0.1,0.0,0.0,0.009999999999999998,0.05
-2.932714158554845,-2.298982376056804,-3.141592653589793,1.1020408163265305,0.2571428571428571,0.1,0.0,0.0,0.009999999999999998,0.05
-2.933049318499262,-2.2859816982128347,-3.141592653589793,1.0867346938775508,0.2553508990245639,0.1,0.0,0.0,0.009999999999999998,0.05
-2.933384478443679,-2.2729810203688654,-3.141592653589793,1.0714285714285714,0.253546276418555,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9337196383880966,-2.2599803425248965,-3.141592653589793,1.056122448979592,0.25172871695294424,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9340547983325136,-2.2469796646809272,-3.141592653589793,1.0408163265306123,0.24989793835051285,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9343899582769306,-2.2339789868369584,-3.141592653589793,1.0255102040816326,0.24805364791693338,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9347251182213476,-2.220978308992989,-3.141592653589793,1.0102040816326532,0.24619554199448695,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9350602781657646,-2.2079776311490202,-3.141592653589793,0.9948979591836734,0.2443233053783867,0.1,0.0,0.0,0.009999999999999998,0.05
-2.935395438110182,-2.194976953305051,-3.141592653589793,0.979591836734694,0.24243661069253059,0.1,0.0,0.0,0.009999999999999998,0.05
-2.935730598054599,-2.181976275461082,-3.141592653589793,0.9642857142857143,0.24053511772118194,0.1,0.0,0.0,0.009999999999999998,0.05
-2.936065757999016,-2.168975597617113,-3.141592653589793,0.9489795918367347,0.23861847269271522,0.1,0.0,0.0,0.009999999999999998,0.05
-2.936400917943433,-2.155974919773144,-3.141592653589793,0.9336734693877551,0.23668630751115557,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9367360778878506,-2.1429742419291746,-3.141592653589793,0.9183680297654506,0.23473832619733626,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9370712378322676,-2.1299735640852058,-3.141592653589793,0.9030650405732363,0.2327743594865942,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9374063977766847,-2.1169728862412365,-3.141592653589793,0.8877699203749886,0.23079470362748644,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9377415577211017,-2.1039722083972676,-3.141592653589793,0.8724974122906961,0.22880088447696562,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9380767176655187,-2.0909715305532983,-3.141592653589793,0.8572830486442654,0.22679722863971666,0.1,0.0,0.0,0.009999999999999998,0.05
-2.938411877609936,-2.0779708527093295,-3.141592653589793,0.8422024739475442,0.22479356849530338,0.1,0.0,0.0,0.009999999999999998,0.05
-2.938747037554353,-2.06497017486536,-3.141592653589793,0.82739737119252,0.22280898157738432,0.1,0.0,0.0,0.009999999999999998,0.05
-2.93908219749877,-2.051969497021391,-3.141592653589793,0.8130998192806721,0.2208755060137731,0.1,0.0,0.0,0.009999999999999998,0.05
-2.939417357443187,-2.038968819177422,-3.141592653589793,0.7996390772399313,0.21903959604235002,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9397525173876047,-2.025968141333453,-3.141592653589793,0.7874129147894782,0.21735863195964564,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9400876773320217,-2.012967463489484,-3.141592653589793,0.7768166354108703,0.21589117194700716,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9404228372764387,-1.9999667856455148,-3.141592653589793,0.7681458353709409,0.2146829059852145,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9352685118293156,-2.1999003569365443,-3.141592653589793,0.7615105129618907,0.21375366845439972,0.1,0.0,0.0,0.009999999999999998,0.05
-2.935505157180339,-2.1905348613919284,-3.141592653589793,0.7568006698915188,0.21309162394024578,0.1,0.0,0.0,0.009999999999999998,0.05
-2.935741605381668,-2.1808098192389336,-3.141592653589793,0.7537207098929923,0.21265757121151255,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9359776592836067,-2.170740527684258,-3.141592653589793,0.7518753294847536,0.21239708041563382,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9362131217364587,-2.160342283934599,-3.141592653589793,0.7508667589476219,0.2122545771870593,0.1,0.0,0.0,0.009999999999999998,0.05
-2.936447795590528,-2.1496303851966543,-3.141592653589793,0.7503657392536665,0.21218375139303194,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9366814836961215,-2.138620128677123,-3.141592653589793,0.7501401915014081,0.21215185950183063,0.1,0.0,0.0,0.009999999999999998,0.05
-2.936913988903543,-2.127326811582703,-3.141592653589793,0.7500484326988592,0.21213888366334813,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9371451140630964,-2.115765731120091,-3.141592653589793,0.7500148183341722,0.2121341299745289,0.1,0.0,0.0,0.009999999999999998,0.05
-2.937374662025087,-2.1039521844959856,-3.141592653589793,0.7500038160834404,0.2121325740309734,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9376024356398185,-2.0919014689170847,-3.141592653589793,0.750000682826675,0.21213213092221672,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9378282377575964,-2.079628881590087,-3.141592653589793,0.75,0.21213203435596426,0.1,0.0,0.0,0.009999999999999998,0.05
-2.938051871228725,-2.06714971972169,-3.141592653589793,0.75,0.21213203435596426,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9382731389035097,-2.054479280518591,-3.141592653589793,0.75,0.21213203435596426,0.1,0.0,0.0,0.009999999999999998,0.05
-2.938491843632254,-2.0416328611874897,-3.141592653589793,0.750001454717699,0.21213224008401443,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9387077882652632,-2.0286257589350822,-3.141592653589793,0.7500081299168946,0.2121331840967218,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9389207756528415,-2.015473270968067,-3.141592653589793,0.750031569494541,0.21213649890971722,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9391306086452937,-2.0021906944931427,-3.141592653589793,0.7501031827062654,0.21214662609237017,0.1,0.0,0.0,0.009999999999999998,0.05
-2.939337090092924,-1.9887933267170066,-3.141592653589793,0.7502986688508262,0.21217426830567737,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9395400228460375,-1.9752964648463571,-3.141592653589793,0.7507791836273767,0.21224219895591592,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9397392097549386,-1.9617154060878919,-3.141592653589793,0.7518465734101509,0.21239301872850966,0.1,0.0,0.0,0.009999999999999998,0.05
-2.939934453669933,-1.9480654476483088,-3.141592653589793,0.7539952671631709,0.2126962999908326,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9401255574413234,-1.9343618867343069,-3.141592653589793,0.7579267297720274,0.21325009680260792,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9403123239194158,-1.9206200205525827,-3.141592653589793,0.7644883836819314,0.21417120026024947,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9404945559545146,-1.906855146309835,-3.141592653589793,0.7745223971796802,0.2155721313871086,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9406720563969238,-1.8930825612127613,-3.141592653589793,0.7886585188337434,0.21753048322022503,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9408446280969485,-1.87931756246806,-3.141592653589793,0.8071310928318541,0.22006332172788642,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9410120739048935,-1.8655754472824289,-3.141592653589793,0.8297057749862791,0.2231195789238962,0.1,0.0,0.0,0.009999999999999998,0.05
-2.941174196671063,-1.851871512862566,-3.141592653589793,0.8557528167285492,0.22659472413035778,0.1,0.0,0.0,0.009999999999999998,0.05
-2.941330799245762,-1.8382210564151693,-3.141592653589793,0.8844300497718667,0.23036015928608836,0.1,0.0,0.0,0.009999999999999998,0.05
-2.941481684479294,-1.8246393751469365,-3.141592653589793,0.9148900516710208,0.2342934124132841,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9416266552219663,-1.8111417662645661,-3.141592653589793,0.9464313575404202,0.23829788386056894,0.1,0.0,0.0,0.009999999999999998,0.05
-2.94176551432408,-1.7977435269747555,-3.141592653589793,0.9785595384160437,0.24230883662170188,0.1,0.0,0.0,0.009999999999999998,0.05
-2.941898064635942,-1.7844599544842028,-3.141592653589793,1.010972747923657,0.24628918952203205,0.1,0.0,0.0,0.009999999999999998,0.05
-2.942024109007857,-1.7713063459996063,-3.141592653589793,1.0435098303641062,0.2502210818892892,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9421434502901285,-1.758297998727664,-3.141592653589793,1.076095086438634,0.2540978260165129,0.1,0.0,0.0,0.009999999999999998,0.05
-2.942255891333062,-1.7454502098750735,-3.141592653589793,1.1086971068916123,0.2579182552932163,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9423612349869606,-1.732778276648533,-3.141592653589793,1.1413028931083877,0.2616833460243568,0.1,0.0,0.0,0.009999999999999998,0.05
-2.942459284102131,-1.72029749625474,-3.141592653589793,1.173904913561366,0.2653946020809051,0.1,0.0,0.0,0.009999999999999998,0.05
-2.942549841528877,-1.7080231659003933,-3.141592653589793,1.2064901696358938,0.2690528018403704,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9426327101175027,-1.69597058279219,-3.141592653589793,1.2390272520763432,0.2726566249416665,0.1,0.0,0.0,0.009999999999999998,0.05
-2.942707692718313,-1.6841550441368287,-3.141592653589793,1.2714404615839565,0.2761999777245418,0.1,0.0,0.0,0.009999999999999998,0.05
-2.942774592181613,-1.6725918471410073,-3.141592653589793,1.30356864245958,0.27966787185441017,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9428332113577067,-1.6612962890114236,-3.141592653589793,1.3351099483289794,0.2830310882213096,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9428833530968985,-1.6502836669547754,-3.141592653589793,1.3655699502281333,0.2862415012077878,0.1,0.0,0.0,0.009999999999999998,0.05
-2.942924820249494,-1.639569278177761,-3.141592653589793,1.3942471832714507,0.2892314488368909,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9429574156657976,-1.6291684198870784,-3.141592653589793,1.4202942250137207,0.2919206287688885,0.1,0.0,0.0,0.009999999999999998,0.05
-2.942980942196113,-1.6190963892894255,-3.141592653589793,1.4428689071681462,0.2942314300513947,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9429952026907458,-1.6093684835915,-3.141592653589793,1.4613414811662564,0.29610891386443494,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.6,-3.141592653589793,1.47547760282032,0.29753765504422997,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.6,-3.141592653589793,1.4855116163180684,0.29854764607861856,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.5877551020408165,-3.141592653589793,1.4920728984667826,0.2992062397544659,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.5755102040816327,-3.141592653589793,1.4960026551914,0.29959999885094124,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.563265306122449,-3.141592653589793,1.4981453588301328,0.2998144785193136,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.5510204081632655,-3.141592653589793,1.4991944474587995,0.29991943392772663,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.5387755102040817,-3.141592653589793,1.4996250046650736,0.2999624981225227,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.526530612244898,-3.141592653589793,1.4996976925889602,0.29996976773557965,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.5142857142857145,-3.141592653589793,1.4994965284117536,0.29994964861573886,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.5020408163265306,-3.141592653589793,1.498970857363628,0.2998970680780619,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.489795918367347,-3.141592653589793,1.4979728254516713,0.29979721400823633,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.4775510204081634,-3.141592653589793,1.4962974130590618,0.29962951253763986,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.4653061224489796,-3.141592653589793,1.4937331651651928,0.2993726605919645,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.453061224489796,-3.141592653589793,1.4901206007424879,0.2990104279862983,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.4408163265306124,-3.141592653589793,1.4853998318318595,0.2985364130385296,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.4285714285714286,-3.141592653589793,1.4796307463923952,0.29795611217685014,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.416326530612245,-3.141592653589793,1.4729742801693708,0.2972851439446012,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.4040816326530614,-3.141592653589793,1.46564565394719,0.29654466651219913,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.3918367346938776,-3.141592653589793,1.457861431239628,0.2957561256751543,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.379591836734694,-3.141592653589793,1.449800875295226,0.29493737050043956,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.3673469387755104,-3.141592653589793,1.4415903401825667,0.29410103775905655,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.3551020408163268,-3.141592653589793,1.43330696441951,0.2932548684424022,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.342857142857143,-3.141592653589793,1.424991932240284,0.2924030026084155,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.3306122448979594,-3.141592653589793,1.4166645890212382,0.29154738095423577,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.3183673469387758,-3.141592653589793,1.4083329615721436,0.290688798708049,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.306122448979592,-3.141592653589793,1.4000000000000004,0.28982753492378877,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.2938775510204084,-3.141592653589793,1.3916666666666666,0.2889636655359978,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.2816326530612248,-3.141592653589793,1.3833333333333333,0.28809720581775866,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.269387755102041,-3.141592653589793,1.375,0.2872281323269014,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.2571428571428573,-3.141592653589793,1.3666666666666667,0.2863564212655271,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.2448979591836737,-3.141592653589793,1.3583333333333334,0.28548204847240394,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.23265306122449,-3.141592653589793,1.35,0.2846049894151541,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.2204081632653063,-3.141592653589793,1.341666666666667,0.2837252191822222,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.2081632653061227,-3.141592653589793,1.3333333333333337,0.282842712474619,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.195918367346939,-3.141592653589793,1.3250000000000002,0.2819574435974337,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.1836734693877553,-3.141592653589793,1.3166666666666669,0.2810693864511039,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.1714285714285717,-3.141592653589793,1.3083333333333336,0.280178514522438,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.1591836734693879,-3.141592653589793,1.3000000000000003,0.2792848008753788,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.1469387755102043,-3.141592653589793,1.2916670384278566,0.2783882582036667,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.1346938775510207,-3.141592653589793,1.2833354109787622,0.2774889631295734,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.1224489795918369,-3.141592653589793,1.2750080677597162,0.2765872087888067,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.1102040816326533,-3.141592653589793,1.2666930355804902,0.2756838445299786,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.0979591836734697,-3.141592653589793,1.2584096598174335,0.27478096656982265,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.0857142857142859,-3.141592653589793,1.2501991247047741,0.2738830909024623,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.0734693877551023,-3.141592653589793,1.242138568760372,0.272998743816931,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.0612244897959187,-3.141592653589793,1.2343543460528106,0.2721419864026288,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.0489795918367348,-3.141592653589793,1.2270257198306294,0.2713329010456302,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.0367346938775512,-3.141592653589793,1.220369253607605,0.27059592608991045,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.0244897959183676,-3.141592653589793,1.2146001681681406,0.26995557058539915,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.0122448979591838,-3.141592653589793,1.2098793992575123,0.26943044363147,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.0000000000000002,-3.141592653589793,1.2062668348348073,0.2690278983490159,0.1,0.0,0.0,0.009999999999999998,0.05
-2.943,-1.0000000000000002,-3.141592653589793,1.2037025869409383,0.2687418002776202,0.1,0.0,0.0,0.009999999999999998,0.05
-2.942813853071424,-0.9908176015095753,-3.141592653589793,1.2020257198306294,0.26855454416158697,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9422605122015484,-0.9816428528929274,-3.141592653589793,1.2010210127194771,0.2684422857210999,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9413476272641503,-0.972483404023834,-3.141592653589793,1.2004719020937056,0.268380912371991,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9400828481330064,-0.9633469047760714,-3.141592653589793,1.2001991247047743,0.26835041919528735,0.1,0.0,0.0,0.009999999999999998,0.05
-2.938473824681892,-0.9542410050234172,-3.141592653589793,1.2000763264841003,0.2683366907246305,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9365282067845877,-0.9451733546396486,-3.141592653589793,1.2000263689138235,0.2683311054179694,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9342536443148695,-0.9361516034985427,-3.141592653589793,1.2000080677597162,0.26832905930141626,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9316577871465133,-0.9271834014738759,-3.141592653589793,1.2000020776454288,0.2683283895876948,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9287482851532953,-0.9182763984394261,-3.141592653589793,1.20000037176119,0.26832819886413617,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9255327882089937,-0.9094382442689697,-3.141592653589793,1.2000000000000002,0.2683281572999748,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9220189461873876,-0.9006765888362843,-3.141592653589793,1.2000000000000002,0.2683281572999748,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9182144089622515,-0.8919990820151469,-3.141592653589793,1.2000000000000002,0.2683281572999748,0.1,0.0,0.0,0.009999999999999998,0.05
-2.914126826407364,-0.8834133736793346,-3.141592653589793,1.200000557641785,0.2683282196462144,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9097638483965014,-0.8749271137026241,-3.141592653589793,1.2000031164681433,0.2683285057314794,0.1,0.0,0.0,0.009999999999999998,0.05
-2.905133124803441,-0.866547951958793,-3.141592653589793,1.2000121016395742,0.26832951030099994,0.1,0.0,0.0,0.009999999999999998,0.05
-2.9002423055019593,-0.858283538321618,-3.141592653589793,1.2000395533707353,0.2683325794648203,0.1,0.0,0.0,0.009999999999999998,0.05
-2.8950990403658348,-0.8501415226648764,-3.141592653589793,1.2001144897261502,0.2683409573351951,0.1,0.0,0.0,0.009999999999999998,0.05
-2.889710979268842,-0.842129554862345,-3.141592653589793,1.2002986870571613,0.26836154945041896,0.1,0.0,0.0,0.009999999999999998,0.05
-2.8840857720847604,-0.8342552847878012,-3.141592653589793,1.2007078531405582,0.26840728601964864,0.1,0.0,0.0,0.009999999999999998,0.05
-2.8782310686873664,-0.8265263623150219,-3.141592653589793,1.2015315190792157,0.26849933173986285,0.1,0.0,0.0,0.009999999999999998,0.05
-2.872154518950437,-0.8189504373177843,-3.141592653589793,1.2030385797459442,0.26866766605744846,0.1,0.0,0.0,0.009999999999999998,0.05
-2.86586377274775,-0.8115351596698657,-3.141592653589793,1.2055538804114072,0.2689483831977512,0.1,0.0,0.0,0.009999999999999998,0.05
-2.8593664799530805,-0.8042881792450426,-3.141592653589793,1.2094002522522111,0.26937708724970033,0.1,0.0,0.0,0.009999999999999998,0.05
-2.852670290440208,-0.7972171459170926,-3.141592653589793,1.2148190988862686,0.26997989912802045,0.1,0.0,0.0,0.009999999999999998,0.05
-2.8457828540829073,-0.7903297095597925,-3.141592653589793,1.2219002522522109,0.27076560921788545,0.1,0.0,0.0,0.009999999999999998,0.05
-2.8387118207549573,-0.7836335200469194,-3.141592653589793,1.2305538804114073,0.2717227131188787,0.1,0.0,0.0,0.009999999999999998,0.05
-2.8314648403301343,-0.7771362272522505,-3.141592653589793,1.240538579745944,0.272822863383472,0.1,0.0,0.0,0.009999999999999998,0.05
-2.8240495626822164,-0.770845481049563,-3.141592653589793,1.2515315190792156,0.27402899690498617,0.1,0.0,0.0,0.009999999999999998,0.05
-2.8164736376849784,-0.7647689313126336,-3.141592653589793,1.263207853140558,0.2753043246816756,0.1,0.0,0.0,0.009999999999999998,0.05
-2.808744715212199,-0.7589142279152397,-3.141592653589793,1.2752986870571612,0.27661872898166107,0.1,0.0,0.0,0.009999999999999998,0.05
-2.800870445137656,-0.7532890207311581,-3.141592653589793,1.2876144897261503,0.27795119964405446,0.1,0.0,0.0,0.009999999999999998,0.05
-2.7928584773351237,-0.7479009596341663,-3.141592653589793,1.3000395533707354,0.27928904955662714,0.1,0.0,0.0,0.009999999999999998,0.05
-2.784716461678382,-0.742757694498041,-3.141592653589793,1.312512101639574,0.2806255977247522,0.1,0.0,0.0,0.009999999999999998,0.05
-2.7764520480412074,-0.7378668751965595,-3.141592653589793,1.325003116468143,0.2819577751864427,0.1,0.0,0.0,0.009999999999999998,0.05
-2.7680728862973765,-0.7332361516034988,-3.141592653589793,1.3375005576417849,0.28328436853894196,0.1,0.0,0.0,0.009999999999999998,0.05
-2.759586626320666,-0.7288731735926359,-3.141592653589793,1.35,0.2846049894151541,0.1,0.0,0.0,0.009999999999999998,0.05
-2.7510009179848534,-0.7247855910377481,-3.141592653589793,1.3624994423582155,0.2859195105995618,0.1,0.0,0.0,0.009999999999999998,0.05
-2.7423234111637163,-0.7209810538126122,-3.141592653589793,1.3749968835318571,0.2872278068222355,0.1,0.0,0.0,0.009999999999999998,0.05
-2.7335617557310306,-0.7174672117910056,-3.141592653589793,1.3874878983604262,0.28852950265375904,0.1,0.0,0.0,0.009999999999999998,0.05
-2.7247236015605747,-0.7142517148467052,-3.141592653589793,1.399960446629265,0.2898234407320358,0.1,0.0,0.0,0.009999999999999998,0.05
-2.715816598526125,-0.7113422128534881,-3.141592653589793,1.41238551027385,0.2911067340623212,0.1,0.0,0.0,0.009999999999999998,0.05
-2.7068483965014583,-0.7087463556851314,-3.141592653589793,1.424701312942839,0.2923731840928137,0.1,0.0,0.0,0.009999999999999998,0.05
-2.697826645360352,-0.7064717932154121,-3.141592653589793,1.4367921468594422,0.29361118645509154,0.1,0.0,0.0,0.009999999999999998,0.05
-2.688758994976583,-0.7045261753181074,-3.141592653589793,1.4484684809207846,0.2948018128425384,0.1,0.0,0.0,0.009999999999999998,0.05
-2.6796530952239292,-0.7029171518669943,-3.141592653589793,1.4594614202540561,0.29591837593370807,0.1,0.0,0.0,0.009999999999999998,0.05
-2.6705165959761668,-0.7016523727358501,-3.141592653589793,1.469446119588593,0.2969288924562842,0.1,0.0,0.0,0.009999999999999998,0.05
-2.6613571471070734,-0.7007394877984516,-3.141592653589793,1.4780997477477893,0.2978019221980734,0.1,0.0,0.0,0.009999999999999998,0.05
-2.6521823984904254,-0.7001861469285758,-3.141592653589793,1.4851809011137316,0.298514411824327,0.1,0.0,0.0,0.009999999999999998,0.05
